Court Name,Data element,Data element (group),Jurisdiction,Response,Sheet Name,State,Subject,Year,"Race, Gender, Ethnicity"
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Hawaii,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Hawaii,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Hawaii,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Illinois,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Illinois,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Indiana,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Indiana,Trial Court Data Reported,2020,
Probate,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Indiana,Trial Court Data Reported,2020,
Probate,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Indiana,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Indiana,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Indiana,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Iowa,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Iowa,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Iowa,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Iowa,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Kansas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Kansas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Kansas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Kansas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Kansas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Kansas,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Kentucky,Trial Court Data Reported,2020,
Family,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Kentucky,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Maryland,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Maryland,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Maryland,Trial Court Data Reported,2020,
Superior Court Dept,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Massachusetts,Trial Court Data Reported,2020,
Superior Court Dept,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Massachusetts,Trial Court Data Reported,2020,
Superior Court Dept,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Massachusetts,Trial Court Data Reported,2020,
Superior Court Dept,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Massachusetts,Trial Court Data Reported,2020,
Superior Court Dept,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Massachusetts,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Missouri,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Missouri,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Missouri,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Missouri,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Missouri,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Nebraska,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Nevada,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Nevada,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Nevada,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Nevada,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Nevada,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,New Hampshire,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,New Hampshire,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,New Jersey,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,New Jersey,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,New Jersey,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,New Jersey,Trial Court Data Reported,2020,
County,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,New York,Trial Court Data Reported,2020,
County,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,New York,Trial Court Data Reported,2020,
Supreme,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,New York,Trial Court Data Reported,2020,
Supreme,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,New York,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,North Carolina,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,North Carolina,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,North Carolina,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Video recording, analog",Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Ohio,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Oregon,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Oregon,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Oregon,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Oregon,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of Common Pleas,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Court of First Instance,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Puerto Rico,Trial Court Data Reported,2020,
Court of First Instance,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Puerto Rico,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Video recording, analog",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Texas,Trial Court Data Reported,2020,
District,Verbatim Record,Verbatim Record,General,"Voicewriting, without CAT or real-time technology",Trial Record,Texas,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, analog",Trial Record,Washington,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Washington,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Washington,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Steno type, without CAT or real-time technology",Trial Record,Washington,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Video recording, analog",Trial Record,Washington,Trial Court Data Reported,2020,
Superior,Verbatim Record,Verbatim Record,General,"Video recording, digital",Trial Record,Washington,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Audio recording, digital",Trial Record,Wisconsin,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Steno type, with CAT or real-time technology",Trial Record,Wisconsin,Trial Court Data Reported,2020,
Circuit,Verbatim Record,Verbatim Record,General,"Voicewriting, with CAT or real-time technology",Trial Record,Wisconsin,Trial Court Data Reported,2020,
District,Method of Selection,Method of Selection,Limited,Appointed by Other,Administrators,Alaska,Trial Court Data Reported,2020,
District,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Arizona,Trial Court Data Reported,2020,
Municipal,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Arizona,Trial Court Data Reported,2020,
Court of Common Pleas,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Delaware,Trial Court Data Reported,2020,
Family,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Delaware,Trial Court Data Reported,2020,
Justice of the Peace,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Delaware,Trial Court Data Reported,2020,
City,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Indiana,Trial Court Data Reported,2020,
District,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Kentucky,Trial Court Data Reported,2020,
Boston Municipal Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Massachusetts,Trial Court Data Reported,2020,
Workers Compensation,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Nebraska,Trial Court Data Reported,2020,
Justice,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Nevada,Trial Court Data Reported,2020,
Municipal,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Nevada,Trial Court Data Reported,2020,
Tax,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,New Jersey,Trial Court Data Reported,2020,
Tax,Method of Selection,Method of Selection,Limited,Appointed by State Court Administrator,Administrators,New Jersey,Trial Court Data Reported,2020,
District,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,North Carolina,Trial Court Data Reported,2020,
County,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Ohio,Trial Court Data Reported,2020,
Municipal,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Ohio,Trial Court Data Reported,2020,
District,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Washington,Trial Court Data Reported,2020,
Municipal,Method of Selection,Method of Selection,Limited,Appointed by Presiding or Chief Judge,Administrators,Washington,Trial Court Data Reported,2020,
District,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,By County ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Municipal,By County ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Probate,By County ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Connecticut,Trial Court Data Reported,2020,
Alderman's,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Delaware,Trial Court Data Reported,2020,
District,By County ,Geographic Jurisdiction (Hover for Details),Limited,2,Administrators,Kentucky,Trial Court Data Reported,2020,
District,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Orphans',By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,By County ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
County,By County ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Nebraska,Trial Court Data Reported,2020,
Separate Juvenile,By County ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Nebraska,Trial Court Data Reported,2020,
Circuit,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,New Hampshire,Trial Court Data Reported,2020,
Tax,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,New Jersey,Trial Court Data Reported,2020,
District,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,North Carolina,Trial Court Data Reported,2020,
County,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
Court of Claims,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
Municipal,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
County,By County ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Justice,By County ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Municipal,By County ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
County Court at Law,By County ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Texas,Trial Court Data Reported,2020,
Justice,By County ,Geographic Jurisdiction (Hover for Details),Limited,1,Administrators,Texas,Trial Court Data Reported,2020,
Municipal,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Texas,Trial Court Data Reported,2020,
District,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Washington,Trial Court Data Reported,2020,
Municipal,By County ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Washington,Trial Court Data Reported,2020,
District,By District ,Geographic Jurisdiction (Hover for Details),Limited,1,Administrators,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Municipal,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Probate,By District ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Connecticut,Trial Court Data Reported,2020,
Alderman's,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Delaware,Trial Court Data Reported,2020,
District,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Kentucky,Trial Court Data Reported,2020,
District,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Orphans',By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,By District ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
County,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Nebraska,Trial Court Data Reported,2020,
Separate Juvenile,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Nebraska,Trial Court Data Reported,2020,
Circuit,By District ,Geographic Jurisdiction (Hover for Details),Limited,5,Administrators,New Hampshire,Trial Court Data Reported,2020,
Tax,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,New Jersey,Trial Court Data Reported,2020,
District,By District ,Geographic Jurisdiction (Hover for Details),Limited,39,Administrators,North Carolina,Trial Court Data Reported,2020,
County,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
Court of Claims,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
Municipal,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Ohio,Trial Court Data Reported,2020,
County,By District ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Justice,By District ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Municipal,By District ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
County Court at Law,By District ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Texas,Trial Court Data Reported,2020,
Justice,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Texas,Trial Court Data Reported,2020,
Municipal,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Texas,Trial Court Data Reported,2020,
District,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Washington,Trial Court Data Reported,2020,
Municipal,By District ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Washington,Trial Court Data Reported,2020,
District,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Municipal,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,49,Administrators,Arizona,Trial Court Data Reported,2020,
Probate,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Connecticut,Trial Court Data Reported,2020,
Alderman's,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Delaware,Trial Court Data Reported,2020,
District,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Kentucky,Trial Court Data Reported,2020,
District,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Orphans',By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
County,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,3,Administrators,Nebraska,Trial Court Data Reported,2020,
Separate Juvenile,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,2,Administrators,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,1,Administrators,Nebraska,Trial Court Data Reported,2020,
Circuit,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,New Hampshire,Trial Court Data Reported,2020,
Tax,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,New Jersey,Trial Court Data Reported,2020,
District,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,North Carolina,Trial Court Data Reported,2020,
County,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,10,Administrators,Ohio,Trial Court Data Reported,2020,
Court of Claims,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,1,Administrators,Ohio,Trial Court Data Reported,2020,
Municipal,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,48,Administrators,Ohio,Trial Court Data Reported,2020,
County,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Justice,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
Municipal,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Oregon,Trial Court Data Reported,2020,
County Court at Law,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Texas,Trial Court Data Reported,2020,
Justice,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Texas,Trial Court Data Reported,2020,
District,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,44,Administrators,Washington,Trial Court Data Reported,2020,
Municipal,By Indiv. Court ,Geographic Jurisdiction (Hover for Details),Limited,98,Administrators,Washington,Trial Court Data Reported,2020,
District,Other ,Geographic Jurisdiction (Hover for Details),Limited,0,Administrators,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,Other ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Municipal,Other ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Arizona,Trial Court Data Reported,2020,
Probate,Other ,Geographic Jurisdiction (Hover for Details),Limited,Unknown,Administrators,Connecticut,Trial Court Data Reported,2020,
Alderman's,Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Delaware,Trial Court Data Reported,2020,
Court of Common Pleas,Other ,Geographic Jurisdiction (Hover for Details),Limited,1 (Statewide),Administrators,Delaware,Trial Court Data Reported,2020,
Family,Other ,Geographic Jurisdiction (Hover for Details),Limited,1 (Statewide),Administrators,Delaware,Trial Court Data Reported,2020,
Justice of the Peace,Other ,Geographic Jurisdiction (Hover for Details),Limited,1 (Statewide),Administrators,Delaware,Trial Court Data Reported,2020,
City,Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Indiana,Trial Court Data Reported,2020,
Town,Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Indiana,Trial Court Data Reported,2020,
District,Other ,Geographic Jurisdiction (Hover for Details),Limited, ,Administrators,Kentucky,Trial Court Data Reported,2020,
District,Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Orphans',Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,Other ,Geographic Jurisdiction (Hover for Details),Limited,NA,Administrators,Massachusetts,Trial Court Data Reported,2020,
